CHE324H1F, ,9/8/2014,3,Tue,13,16,WB25, ,"Jowlabar, Chatterpaul", occurs once every three weeks,,
CHE324H1F, ,9/8/2014,3,Fri,9,12,WB125, , , occurs once every three weeks,,
CHE324H1F, ,9/8/2014,3,Fri,9,12,WB25, , , occurs once every three weeks,,
CHE324H1F,PRA 0103,9/15/2014,3,Tue,13,16,WB25, ,"Jowlabar, Chatterpaul", occurs once every three weeks,,
CHE324H1F, ,9/15/2014,3,Tue,13,16,WB125, ,"Jowlabar, Chatterpaul", occurs once every three weeks,,
CHE324H1F, ,9/15/2014,3,Fri,9,12,WB125, , , occurs once every three weeks,,
CHE324H1F, ,9/15/2014,3,Fri,9,12,WB25, , , occurs once every three weeks,,
CHE324H1F,TUT 0101,9/4/2014,3,Mon,12,14,GB150, ,"Norval, Graeme", occurs once every three weeks,,
CHE324H1F,TUT 0102,9/4/2014,3,Tue,16,18,GB144, ,"Norval, Graeme", occurs once every three weeks,,
CHE326H1F,PRA 0101,9/8/2014,3,Fri,9,15,WB203, ,"Ambidge, Chris", occurs once every three weeks,,
CHE326H1F, ,9/8/2014,3,Tue,10,16,WB202, ,"Ambidge, Chris", occurs once every three weeks,,
CHE326H1F, ,9/8/2014,3,Tue,10,16,WB203, ,"Ambidge, Chris", occurs once every three weeks,,
CHE326H1F,PRA 0102,9/15/2014,3,Fri,9,15,WB203, ,"Ambidge, Chris", occurs once every three weeks,,
CHE326H1F, ,9/15/2014,3,Tue,10,16,WB203, ,"Ambidge, Chris", occurs once every three weeks,,
CHE326H1F, ,9/15/2014,3,Tue,10,16,WB202, ,"Ambidge, Chris", occurs once every three weeks,,
CHE326H1F,PRA 0103,9/4/2014,3,Fri,9,15,WB203, ,"Ambidge, Chris", occurs once every three weeks,,
CHE326H1F, ,9/4/2014,3,Tue,10,16,WB203, ,"Ambidge, Chris", occurs once every three weeks,,
CHE326H1F, ,9/4/2014,3,Tue,10,16,WB202, ,"Ambidge, Chris", occurs once every three weeks,,
CHE332H1F,LEC 0101,9/4/2014,1,Mon,17,18,MB128, ,"Chin, Cathy Ya Huei",  ,,
CHE332H1F, ,9/4/2014,1,Wed,10,11, , ,"Chin, Cathy Ya Huei",  ,,
CHE332H1F, ,9/4/2014,1,Thu,16,17, , ,"Chin, Cathy Ya Huei",  ,,
CHE332H1F,TUT 0101,9/4/2014,1,Thu,17,19,GB120, , ,  ,,
CHE332H1F,TUT 0102,9/4/2014,1,Thu,17,19,GB244, , ,  ,,
CHE341H1F,LEC 0101,9/4/2014,1,Wed,15,16,SF1105, ,"Newman, Roger Charles",  ,,
CHE341H1F, ,9/4/2014,1,Wed,15,16,SF1105, ,"McGuigan, Alison",  ,,
CHE341H1F, ,9/4/2014,1,Mon,15,17,SF1105, ,"Newman, Roger Charles",  ,,
CHE341H1F, ,9/4/2014,1,Mon,15,17,SF1105, ,"McGuigan, Alison",  ,,
CHE341H1F,TUT 0101,9/4/2014,1,Wed,16,17,RS208, , ,  ,,
CHE341H1F,TUT 0102,9/4/2014,1,Mon,11,12,SF2202, , ,  ,,
CHE353H1F,LEC 0101,9/4/2014,1,Wed,14,15,SF1105, ,"Sefton, Michael",  ,,
CHE353H1F, ,9/4/2014,1,Thu,14,15,SF1105, ,"Sefton, Michael",  ,,
CHE353H1F, ,9/4/2014,1,Mon,14,15,SF1105, ,"Sefton, Michael",  ,,
CHE353H1F,TUT 0101,9/4/2014,1,Thu,13,14,WB119, , ,  ,,
CHE353H1F,TUT 0102,9/4/2014,1,Tue,16,17,BA2159, , ,  ,,
CHE353H1F,TUT 0103,9/4/2014,1,Mon,10,11,BA2139, , ,  ,,
CHE353H1F,TUT 0104,9/4/2014,1,Mon,10,11,BA2159, , ,  ,,
CHE353H1F,TUT 0105,9/4/2014,1,Wed,11,12,BA2159, , ,  ,,
CHE374H1F,LEC 0101,9/4/2014,1,Mon,18,21,SF1105, ,"Bashiri, Ali",  ,,
CHE374H1F,TUT 0101,9/4/2014,1,Fri,14,15,SF3202, ,"Bashiri, Ali",  ,,
CHE374H1F,TUT 0102,9/4/2014,1,Wed,14,15,MC252, ,"Bashiri, Ali",  ,,
CHE390H1F,LEC 0101,9/4/2014,1,Tue,13,14,BA1240, ,"Newman, Roger Charles",  ,,
CHE390H1F, ,9/4/2014,1,Fri,13,14,BA1240, ,"Newman, Roger Charles",  ,,
CHE390H1F, ,9/4/2014,1,Mon,13,14,BA1230, ,"Newman, Roger Charles",  ,,
CHE390H1F,TUT 0101,9/4/2014,1,Wed,16,17,WB119, ,"Newman, Roger Charles",  ,,
CHE391H1F,LEC 0101,9/4/2014,1,Thu,12,13,BA1220, ,"Shoichet, Molly",  ,,
CHE391H1F, ,9/4/2014,1,Fri,12,13,BA1220, ,"Shoichet, Molly",  ,,
CHE391H1F, ,9/4/2014,1,Tue,12,13,BA1220, ,"Shoichet, Molly",  ,,
CHE391H1F,PRA 0101,9/4/2014,1,Tue,15,18,LM117, , ,  ,,
CHE391H1F, ,9/4/2014,1,Tue,15,18,LM113, , ,  ,,
CHE391H1F,TUT 0101,9/4/2014,1,Wed,15,16,WB342, , ,  ,,
CHE430Y1F,LEC 0101,9/4/2014,1,Fri,12,14,BA1170, ,"Kirk, Donald",  ,,
CHE430Y1F,TUT 0101,9/4/2014,1,Tue,14,17,WB242, , ,  ,,
CHE430Y1F, ,9/4/2014,1,Thu,14,17,WB242, , ,  ,,
CHE430Y1F,TUT 0102,9/4/2014,1,Tue,14,17,WB242, , ,  ,,
CHE430Y1F, ,9/4/2014,1,Thu,14,17,WB242, , ,  ,,
CHE430Y1F,TUT 0103,9/4/2014,1,Tue,14,17,WB242, , ,  ,,
CHE430Y1F, ,9/4/2014,1,Thu,14,17,WB242, , ,  ,,
CHE430Y1F,TUT 0104,9/4/2014,1,Tue,14,17,BA2139, , ,  ,,
CHE430Y1F, ,9/4/2014,1,Thu,14,17,BA2139, , ,  ,,
CHE430Y1F,TUT 0105,9/4/2014,1,Tue,14,17,BA2139, , ,  ,,
CHE430Y1F, ,9/4/2014,1,Thu,14,17,BA2139, , ,  ,,
CHE430Y1F,TUT 0106,9/4/2014,1,Tue,14,17,BA2139, , ,  ,,
CHE430Y1F, ,9/4/2014,1,Thu,14,17,BA2139, , ,  ,,
CHE430Y1F,TUT 0107,9/4/2014,1,Tue,14,17,BA2135, , ,  ,,
CHE430Y1F, ,9/4/2014,1,Thu,14,17,BA2135, , ,  ,,
CHE430Y1F,TUT 0108,9/4/2014,1,Tue,14,17,BA2135, , ,  ,,
CHE430Y1F, ,9/4/2014,1,Thu,14,17,BA2135, , ,  ,,
CHE430Y1F,TUT 0109,9/4/2014,1,Tue,14,17,BA2135, , ,  ,,
CHE430Y1F, ,9/4/2014,1,Thu,14,17,BA2135, , ,  ,,
CHE430Y1F,TUT 0110,9/4/2014,1,Tue,14,17,WB242, , ,  ,,
CHE430Y1F, ,9/4/2014,1,Thu,14,17,WB242, , ,  ,,
CHE430Y1F,TUT 0111,9/4/2014,1,Tue,14,17,WB242, , ,  ,,
CHE430Y1F, ,9/4/2014,1,Thu,14,17,WB242, , ,  ,,
CHE430Y1F,TUT 0112,9/4/2014,1,Tue,14,17,WB242, , ,  ,,
CHE430Y1F, ,9/4/2014,1,Thu,14,17,WB242, , ,  ,,
CHE430Y1F,TUT 0113,9/4/2014,1,Tue,14,17,WB242, , ,  ,,
CHE430Y1F, ,9/4/2014,1,Thu,14,17,WB242, , ,  ,,
CHE430Y1F,TUT 0114,9/4/2014,1,Tue,14,17,WB242, , ,  ,,
CHE430Y1F, ,9/4/2014,1,Thu,14,17,WB242, , ,  ,,
CHE430Y1F,TUT 0115,9/4/2014,1,Tue,14,17,BA4010, , ,  ,,
CHE430Y1F, ,9/4/2014,1,Thu,14,17,BA4010, , ,  ,,
CHE430Y1F,TUT 0116,9/4/2014,1,Tue,14,17,BAB024, , ,  ,,
CHE430Y1F, ,9/4/2014,1,Thu,14,17,BAB024, , ,  ,,
CHE430Y1F,TUT 0117,9/4/2014,1,Tue,14,17,BAB024, , ,  ,,
CHE430Y1F, ,9/4/2014,1,Thu,14,17,BAB024, , ,  ,,
CHE430Y1F,TUT 0118,9/4/2014,1,Tue,14,17,BAB024, , ,  ,,
CHE430Y1F, ,9/4/2014,1,Thu,14,17,BAB024, , ,  ,,
CHE451H1F,LEC 0101,9/4/2014,1,Wed,12,14,SF1105, ,"Norval, Graeme",  ,,
CHE451H1F, ,9/4/2014,1,Thu,12,13,GB120, ,"Norval, Graeme",  ,,
CHE451H1F,TUT 0101,9/4/2014,1,Thu,13,14,GB120, , ,  ,,
CHE466H1F,LEC 0101,9/4/2014,1,Fri,14,15,BA2135, ,"Edwards, Elizabeth",  ,,
CHE466H1F, ,9/4/2014,1,Wed,13,15,BA2135, ,"Edwards, Elizabeth",  ,,
CHE466H1F,PRA 0101,9/4/2014,1,Mon,12,15,BI351, , ,  ,,
CHE466H1F,PRA 0102,9/4/2014,1,Wed,9,12,BI351, , ,  ,,
CHE466H1F,TUT 0101,9/4/2014,1,Thu,13,14,WB144, , ,  ,,
CHE467H1F,LEC 0101,9/4/2014,1,Tue,9,10,WB219, ,"Kirk, Donald",  ,,
CHE467H1F, ,9/4/2014,1,Thu,9,11,WB219, ,"Kirk, Donald",  ,,
CHE467H1F,TUT 0101,9/4/2014,1,Wed,11,12,RS310, , ,  ,,
CHE562H1F,LEC 0101,9/4/2014,1,Mon,9,11,GB303, ,"Shoichet, Molly",  ,,
CHE562H1F,TUT 0101,9/4/2014,1,Thu,11,12,WB219, , ,  ,,
CHE565H1F,LEC 0101,9/4/2014,1,Tue,12,14,BA2145, ,"Papangelakis, Vladimiros",  ,,
CHE565H1F, ,9/4/2014,1,Mon,10,11,BA2175, ,"Papangelakis, Vladimiros",  ,,
CHE565H1F,TUT 0101,9/4/2014,1,Fri,9,10,HA410, , ,  ,,
CHE566H1F,LEC 0101,9/4/2014,1,Mon,12,13,WB219, ,"Lebenhaft, Julian",  ,,
CHE566H1F, ,9/4/2014,1,Wed,12,14,WB219, ,"Lebenhaft, Julian",  ,,
CHE566H1F,TUT 0101,9/4/2014,1,Mon,13,14,BA2179, , ,  ,,
CHM410H1F,LEC 2001,9/4/2014,1,Tue,16,17,LM158, , ,  ,,
CHM410H1F, ,9/4/2014,1,Thu,16,17,LM158, , ,  ,,
CHM410H1F,PRA 2001,9/4/2014,1,Fri,9,13,LM9, , ,  ,,
CHM434H1F,LEC 2001,9/4/2014,1,Thu,16,18,LM161, , ,  ,,
CIV100H1F,LEC 0101,9/4/2014,1,Mon,10,11,BA1190, ,"Grasselli, Giovanni",  ,,
CIV100H1F, ,9/4/2014,1,Thu,10,11,BA1190, ,"Grasselli, Giovanni",  ,,
CIV100H1F, ,9/4/2014,1,Tue,11,12,BA1190, ,"Grasselli, Giovanni",  ,,
CIV100H1F,LEC 0102,9/4/2014,1,Mon,14,15,BA1190, ,"Mercan, Oya",  ,,
CIV100H1F, ,9/4/2014,1,Wed,14,15,BA1190, ,"Mercan, Oya",  ,,
CIV100H1F, ,9/4/2014,1,Thu,14,15,BA1190, ,"Mercan, Oya",  ,,
CIV100H1F,LEC 0103,9/4/2014,1,Wed,16,17,SF1105, ,"Panesar, Daman",  ,,
CIV100H1F, ,9/4/2014,1,Fri,16,17,SF1105, ,"Panesar, Daman",  ,,
CIV100H1F, ,9/4/2014,1,Thu,15,16,MC252, ,"Panesar, Daman",  ,,
CIV100H1F,LEC 0104,9/4/2014,1,Mon,15,16, , , ,  ,,
CIV100H1F, ,9/4/2014,1,Wed,15,16, , , ,  ,,
CIV100H1F, ,9/4/2014,1,Fri,15,16, , , ,  ,,
CIV100H1F,LEC 0105,9/4/2014,1,Mon,10,11, , ,"Packer, Jeffrey",  ,,
CIV100H1F, ,9/4/2014,1,Tue,11,12, , ,"Packer, Jeffrey",  ,,
CIV100H1F, ,9/4/2014,1,Thu,10,11, , ,"Packer, Jeffrey",  ,,
CIV100H1F,LEC 0106,9/4/2014,1,Mon,10,11,BA1130, ,"Kamaleddine, Fouad",  ,,
CIV100H1F, ,9/4/2014,1,Tue,11,12,BA1130, ,"Kamaleddine, Fouad",  ,,
CIV100H1F, ,9/4/2014,1,Thu,10,11,BA1130, ,"Kamaleddine, Fouad",  ,,
CIV100H1F,LEC 0107,9/4/2014,1,Mon,17,18,MC254, ,"Grasselli, Giovanni",  ,,
CIV100H1F, ,9/4/2014,1,Wed,17,18,MC254, ,"Grasselli, Giovanni",  ,,
CIV100H1F, ,9/4/2014,1,Thu,17,18,MC254, ,"Grasselli, Giovanni",  ,,
CIV100H1F,LEC 0108,9/4/2014,1,Wed,14,15,MC254, ,"Seica, Michael",  ,,
CIV100H1F, ,9/4/2014,1,Thu,14,15,MC254, ,"Seica, Michael",  ,,
CIV100H1F, ,9/4/2014,1,Mon,14,15,MC254, ,"Seica, Michael",  ,,
CIV100H1F,TUT 0101,9/4/2014,1,Fri,16,18,MC254, ,"Grasselli, Giovanni",  ,,
CIV100H1F,TUT 0102,9/4/2014,1,Tue,16,18,BA1130, ,"Mercan, Oya",  ,,
CIV100H1F,TUT 0103,9/4/2014,1,Tue,15,17,MC252, ,"Panesar, Daman",  ,,
CIV100H1F,TUT 0104,9/4/2014,1,Mon,9,11,BA1170, , ,  ,,
CIV100H1F,TUT 0105,9/4/2014,1,Thu,15,17,BA1190, ,"Packer, Jeffrey",  ,,
CIV100H1F,TUT 0106,9/4/2014,1,Mon,16,18,BA1190, ,"Kamaleddine, Fouad",  ,,
CIV100H1F,TUT 0107,9/4/2014,1,Fri,13,15,MC252, ,"Grasselli, Giovanni",  ,,
CIV100H1F,TUT 0108,9/4/2014,1,Tue,15,17,BA1180, ,"Seica, Michael",  ,,
CIV102H1F,LEC 0101,9/4/2014,1,Mon,13,14,BA1130, ,"Collins, Michael",  ,,
CIV102H1F, ,9/4/2014,1,Tue,14,15,BA1130, ,"Collins, Michael",  ,,
CIV102H1F, ,9/4/2014,1,Thu,14,15,BA1130, ,"Collins, Michael",  ,,
CIV102H1F,LEC 0102,9/4/2014,1,Mon,15,16,SF1101, ,"Collins, Michael",  ,,
CIV102H1F, ,9/4/2014,1,Wed,15,16,SF1101, ,"Collins, Michael",  ,,
CIV102H1F, ,9/4/2014,1,Thu,12,13,SF1101, ,"Collins, Michael",  ,,
CIV102H1F,PRA 0101,9/4/2014,1,Fri,16,17,GB217, ,"Collins, Michael",  ,,
CIV102H1F, ,9/4/2014,1,Fri,16,17,GB117, ,"Collins, Michael",  ,,
CIV102H1F,PRA 0102,9/4/2014,1,Thu,16,17,GB217, ,"Collins, Michael",  ,,
CIV102H1F, ,9/4/2014,1,Thu,16,17,GB117, ,"Collins, Michael",  ,,
CIV102H1F,PRA 0103,9/4/2014,1,Fri,10,11,GB117, ,"Collins, Michael",  ,,
CIV102H1F, ,9/4/2014,1,Fri,10,11,GB217, ,"Collins, Michael",  ,,
CIV102H1F,PRA 0104,9/4/2014,1,Tue,16,17,GB117, ,"Collins, Michael",  ,,
CIV102H1F, ,9/4/2014,1,Tue,16,17,GB217, ,"Collins, Michael",  ,,
CIV102H1F,TUT 0101,9/4/2014,1,Fri,15,16,GB117, ,"Collins, Michael",  ,,
CIV102H1F, ,9/4/2014,1,Fri,15,16,GB217, ,"Collins, Michael",  ,,
CIV102H1F,TUT 0102,9/4/2014,1,Thu,15,16,GB117, ,"Collins, Michael",  ,,
CIV102H1F, ,9/4/2014,1,Thu,15,16,GB217, ,"Collins, Michael",  ,,
CIV102H1F,TUT 0103,9/4/2014,1,Fri,9,10,GB117, ,"Collins, Michael",  ,,
CIV102H1F, ,9/4/2014,1,Fri,9,10,GB217, ,"Collins, Michael",  ,,
CIV102H1F,TUT 0104,9/4/2014,1,Tue,15,16,GB217, ,"Collins, Michael",  ,,
CIV102H1F, ,9/4/2014,1,Tue,15,16,GB117, ,"Collins, Michael",  ,,
CIV220H1F,LEC 0101,9/4/2014,1,Mon,14,15,MB128, ,"Andrews, Susan",  ,,
CIV220H1F, ,9/4/2014,1,Thu,14,15,MB128, ,"Andrews, Susan",  ,,
CIV220H1F, ,9/4/2014,1,Tue,16,17,MB128, ,"Andrews, Susan",  ,,
CIV220H1F,TUT 0101,9/4/2014,1,Tue,17,18,SF3202, , ,  ,,
CIV220H1F,TUT 0102,9/4/2014,1,Tue,17,18,BA1170, , ,  ,,
CIV220H1F,TUT 0103,9/4/2014,1,Tue,17,18,GB304, , ,  ,,
CIV220H1F,TUT 0104,9/4/2014,1,Tue,17,18,WB342, , ,  ,,
CIV280H1F,LEC 0101,9/4/2014,1,Fri,12,14,BA1130, ,"McCabe, Brenda",  ,,
CIV280H1F, ,9/4/2014,1,Tue,10,11,BA1130, ,"McCabe, Brenda",  ,,
CIV280H1F,TUT 0101,9/4/2014,1,Thu,9,11,GB405, ,"McCabe, Brenda",  ,,
CIV280H1F,TUT 0102,9/4/2014,1,Thu,9,11,HA403, , ,  ,,
CIV282H1F,LEC 0101,9/4/2014,1,Fri,14,15,MB128, ,"Chong, Alan",  ,,
CIV282H1F,TUT 0101,9/4/2014,1,Thu,17,18,GB117, , ,  ,,
CIV282H1F,TUT 0102,9/4/2014,1,Thu,11,12,GB117, , ,  ,,
CIV282H1F,TUT 0103,9/4/2014,1,Thu,17,18,BA3116, , ,  ,,
CIV282H1F,TUT 0104,9/4/2014,1,Fri,17,18,WB144, , ,  ,,
CIV282H1F,TUT 0105,9/4/2014,1,Fri,15,16,WB144, , ,  ,,
CIV300H1F,LEC 0101,9/4/2014,1,Thu,11,12,MC102, ,"Sinclair, Ian Craufurd",  ,,
CIV300H1F, ,9/4/2014,1,Mon,10,12,MC102, ,"Sinclair, Ian Craufurd",  ,,
CIV300H1F,TUT 0101,9/4/2014,1,Tue,18,20,BA2145, , ,  ,,
CIV300H1F,TUT 0102,9/4/2014,1,Tue,18,20,BA2155, , ,  ,,
CIV300H1F,TUT 0103,9/4/2014,1,Tue,18,20,BA2165, , ,  ,,
CIV300H1F,TUT 0104,9/4/2014,1,Tue,18,20,WB342, , ,  ,,
CIV300H1F,TUT 0105,9/4/2014,1,Tue,18,20,BA2175, , ,  ,,
CIV300H1F,TUT 0106,9/4/2014,1,Tue,18,20,BA2185, , ,  ,,
CIV300H1F,TUT 0107,9/4/2014,1,Tue,18,20,BA2195, , ,  ,,
CIV312H1F,LEC 0101,9/4/2014,1,Wed,16,17,SF1101, ,"Christopoulos, Constantin",  ,,
CIV312H1F, ,9/4/2014,1,Fri,15,17,SF1101, ,"Christopoulos, Constantin",  ,,
CIV312H1F,TUT 0101,9/4/2014,1,Thu,15,17,GB405, ,"Christopoulos, Constantin",  ,,
CIV312H1F,TUT 0102,9/4/2014,1,Mon,9,11,HA403, ,"Christopoulos, Constantin",  ,,
CIV324H1F,LEC 5101,9/4/2014,1,Mon,18.5,20.5, , , ,  ,,
CIV324H1F, ,9/4/2014,1,Thu,18.5,20.5, , , ,  ,,
CIV331H1F,LEC 0101,9/4/2014,1,Thu,9,11,SF1101, ,"Roorda, Matthew",  ,,
CIV331H1F, ,9/4/2014,1,Tue,9,10,SF1101, ,"Roorda, Matthew",  ,,
CIV331H1F,TUT 0101,9/4/2014,1,Mon,11,12,GB405, , ,  ,,
CIV331H1F,TUT 0102,9/4/2014,1,Tue,17,18,GB405, , ,  ,,
CIV342H1F,LEC 0101,9/4/2014,1,Mon,17,18,BA1130, ,"Andrews, Robert",  ,,
CIV342H1F, ,9/4/2014,1,Wed,17,18,BA1130, ,"Andrews, Robert",  ,,
CIV342H1F, ,9/4/2014,1,Thu,17,18,BA1130, ,"Andrews, Robert",  ,,
CIV342H1F,PRA 0101,9/4/2014,1,Mon,12,14,LM106, ,"D'Sousa, Russell",  ,,
CIV342H1F,PRA 0102,9/4/2014,1,Tue,10,12,LM106, ,"D'Sousa, Russell",  ,,
CIV342H1F,PRA 0103,9/4/2014,1,Mon,9,11,LM106, ,"D'Sousa, Russell",  ,,
CIV352H1F,LEC 0101,9/4/2014,1,Tue,9,10,BA2179, ,"Bentz, Evan",  ,,
CIV352H1F, ,9/4/2014,1,Thu,9,10,BA2179, ,"Bentz, Evan",  ,,
CIV352H1F, ,9/4/2014,1,Fri,9,10,BA1240, ,"Bentz, Evan",  ,,
CIV352H1F,TUT 0101,9/4/2014,1,Fri,10,12,BA1240, , ,  ,,
CIV355H1F,LEC 0101,9/4/2014,1,Tue,11,12,WB119, ,"Shalaby, Amer",  ,,
CIV355H1F, ,9/4/2014,1,Thu,10,12,WB119, ,"Shalaby, Amer",  ,,
CIV355H1F,TUT 0101,9/4/2014,1,Fri,15,17,WB219, , ,  ,,
CIV375H1F,LEC 0101,9/4/2014,1,Fri,10,12,MB128, ,"Pressnail, Kim",  ,,
CIV375H1F, ,9/4/2014,1,Wed,9,10,MB128, ,"Pressnail, Kim",  ,,
CIV375H1F,PRA 0101,9/4/2014,1,Mon,12,14,SFB820, ,"Pressnail, Kim",  ,,
CIV375H1F,PRA 0102,9/4/2014,1,Tue,10,12,SFB820, , ,  ,,
CIV375H1F,TUT 0101,9/4/2014,1,Wed,12,14,GB405, ,"Pressnail, Kim",  ,,
CIV375H1F,TUT 0102,9/4/2014,1,Wed,12,14,GB119, ,"Pressnail, Kim",  ,,
CIV382Y1Y,TUT 0101,9/4/2014,1,Mon,18,19,SF1101, ,"Chong, Alan",  ,,
CIV416H1F,LEC 0101,9/4/2014,1,Thu,16,17,RS310, ,"Sheikh, Shamim",  ,,
CIV416H1F, ,9/4/2014,1,Tue,16,18,RS310, ,"Sheikh, Shamim",  ,,
CIV416H1F,TUT 0101,9/4/2014,1,Thu,9,11,BA2165, , ,  ,,
CIV420H1F,LEC 0101,9/4/2014,1,Thu,12,14,GB248, , ,  ,,
CIV420H1F, ,9/4/2014,1,Tue,11,12,GB248, , ,  ,,
CIV420H1F,TUT 0101,9/4/2014,1,Mon,15,17,HA403, , ,  ,,
CIV455H1F,LEC 0101,9/4/2014,1,Thu,15,16,SF3202, , ,  ,,
CIV455H1F,PRA 0101,9/4/2014,1,Mon,15,18,SF3202, , ,  ,,
CIV460H1F,LEC 0101,9/4/2014,1,Thu,13,15,MC252, ,"MacLean, Heather",  ,,
CIV460H1F, ,9/4/2014,1,Wed,15,16,GB120, ,"MacLean, Heather",  ,,
CIV460H1F,TUT 0101,9/4/2014,1,Wed,14,15,GB120, ,"MacLean, Heather",  ,,
CIV514H1F,LEC 0101,9/4/2014,1,Wed,9,11,GB119, , ,  ,,
CIV514H1F, ,9/4/2014,1,Mon,9,10,GB119, , ,  ,,
CIV514H1F,TUT 0101,9/4/2014,1,Fri,9,11,WB119, , ,  ,,
CIV514H1F, ,9/4/2014,1,Fri,9,11,WB219, , ,  ,,
CIV515H1F,LEC 0101,9/4/2014,1,Tue,15,16,BA1240, ,"Mercan, Oya",  ,,
CIV515H1F, ,9/4/2014,1,Fri,15,17,BA1240, ,"Mercan, Oya",  ,,
CIV515H1F,TUT 0101,9/4/2014,1,Tue,14,15,BA1220, ,"Mercan, Oya",  ,,
CIV517H1F,LEC 0101,9/4/2014,1,Wed,11,12,WB130, ,"Collins, Michael",  ,,
CIV517H1F, ,9/4/2014,1,Mon,10,12,WB130, ,"Collins, Michael",  ,,
CIV517H1F,TUT 0101,9/4/2014,1,Tue,12,14,GB405, , ,  ,,
CIV519H1F,LEC 0101,9/4/2014,1,Mon,17,18,BA1220, ,"Kwon, Oh-Sung",  ,,
CIV519H1F, ,9/4/2014,1,Wed,16,18,BA1220, ,"Kwon, Oh-Sung",  ,,
CIV519H1F,TUT 0101,9/4/2014,1,Fri,13,15,BA1210, , ,  ,,
CIV521H1F,LEC 0101,9/4/2014,1,Mon,11,12,BA1240, ,"Xia, Kaiwen",  ,,
CIV521H1F, ,9/4/2014,1,Wed,10,12,BA1240, ,"Xia, Kaiwen",  ,,
CIV521H1F,PRA 0101,9/4/2014,1,Mon,10,11,BA1240, ,"Xia, Kaiwen",  ,,
CIV531H1F,LEC 0101,9/4/2014,1,Mon,12,14,GB220, ,"Roorda, Matthew",  ,,
CIV531H1F, ,9/4/2014,1,Thu,14,15,GB220, ,"Roorda, Matthew",  ,,
CIV531H1F,TUT 0101,9/4/2014,1,Thu,15,16,SF3201, ,"Roorda, Matthew",  ,,
CIV549H1F,LEC 0101,9/4/2014,1,Fri,12,13,BA2165, ,"Sleep, Brent",  ,,
CIV549H1F, ,9/4/2014,1,Tue,12,14,BA2165, ,"Sleep, Brent",  ,,
CIV549H1F,TUT 0101,9/4/2014,1,Tue,11,12,BA2175, ,"Sleep, Brent",  ,,
CIV550H1F,LEC 0101,9/4/2014,1,Wed,9,10,WB130, ,"Drake, Jennifer Anne Pauline",  ,,
CIV550H1F, ,9/4/2014,1,Fri,11,12,WB130, ,"Drake, Jennifer Anne Pauline",  ,,
CIV550H1F, ,9/4/2014,1,Mon,9,10,WB130, ,"Drake, Jennifer Anne Pauline",  ,,
CIV550H1F,TUT 0101,9/4/2014,1,Wed,12,14,WB130, ,"Drake, Jennifer Anne Pauline",  ,,
CIV575H1F,LEC 0101,9/4/2014,1,Wed,9,10,MB128, ,"Pressnail, Kim",  ,,
CIV575H1F, ,9/4/2014,1,Fri,10,12,MB128, ,"Pressnail, Kim",  ,,
CIV575H1F,TUT 0101,9/4/2014,1,Mon,12,14,SFB820, , ,  ,,
CIV575H1F, ,9/4/2014,1,Fri,12,14,BA2135, , ,  ,,
CME210H1F,LEC 0101,9/4/2014,1,Fri,16,17,WB116, ,"Sheikh, Shamim",  ,,
CME210H1F, ,9/4/2014,1,Wed,16,18,WB116, ,"Sheikh, Shamim",  ,,
CME210H1F,PRA 0101,9/4/2014,2,Mon,9,12,GB304, , , occurs once every two weeks,,
CME210H1F, ,9/4/2014,2,Mon,9,12,HA53, , , occurs once every two weeks,,
CME210H1F,PRA 0102,9/8/2014,2,Mon,9,12,HA53, , , occurs once every two weeks,,
CME210H1F, ,9/8/2014,2,Mon,9,12,GB304, , , occurs once every two weeks,,
CME210H1F,TUT 0101,9/4/2014,2,Wed,12,15,HA403, , , occurs once every two weeks,,
CME210H1F,TUT 0102,9/8/2014,2,Wed,12,15,HA403, , , occurs once every two weeks,,
CME261H1F,LEC 0101,9/4/2014,1,Tue,15,16,MB128, ,"Xia, Kaiwen",  ,,
CME261H1F, ,9/4/2014,1,Thu,15,17, , ,"Xia, Kaiwen",  ,,
CME261H1F,PRA 0101,9/4/2014,1,Thu,11,12,GB150, , ,  ,,
CME261H1F, ,9/4/2014,1,Thu,11,12,WB255, , ,  ,,
CME261H1F,PRA 0102,9/4/2014,1,Wed,9,10,GB150, , ,  ,,
CME261H1F, ,9/4/2014,1,Wed,9,10,WB255, , ,  ,,
CME261H1F,TUT 0101,9/4/2014,1,Mon,12,13,SF1105, , ,  ,,
CME261H1F,TUT 0102,9/4/2014,1,Mon,12,13,SF1105, , ,  ,,
CME270H1F,LEC 0101,9/4/2014,1,Wed,10,11,SF1105, ,"Hofmann, Ronald",  ,,
CME270H1F, ,9/4/2014,1,Fri,9,11,SF1105, ,"Hofmann, Ronald",  ,,
CME270H1F,PRA 0101,9/4/2014,2,Mon,15,18,MC215, , , occurs once every two weeks,,
CME270H1F,PRA 0102,9/8/2014,2,Mon,15,18,MC215, , , occurs once every two weeks,,
CME270H1F,TUT 0101,9/4/2014,1,Thu,12,13,SF3201, , ,  ,,
CME270H1F,TUT 0102,9/4/2014,1,Thu,12,13,HA403, , ,  ,,
CME321H1F,LEC 0101,9/4/2014,1,Wed,15,16,BI131, ,"Grabinsky, Murray",  ,,
CME321H1F, ,9/4/2014,1,Mon,15,17,BI131, ,"Grabinsky, Murray",  ,,
