CME321H1F,LEC 5101,9/4/2014,1,Tue,18.5,20.5,BA1230, ,"Grabinsky, Murray",  ,,
CME321H1F, ,9/4/2014,1,Thu,18.5,20.5,BA1230, ,"Grabinsky, Murray",  ,,
CME321H1F,PRA 0101,9/4/2014,1,Tue,14,17,GB308, , ,  ,,
CME321H1F, ,9/4/2014,1,Tue,14,17,HA53, , ,  ,,
CME321H1F,PRA 0102,9/4/2014,1,Thu,14,17,GB308, , ,  ,,
CME321H1F, ,9/4/2014,1,Thu,14,17,HA53, , ,  ,,
CME321H1F,TUT 0101,9/4/2014,1,Wed,11,12,SF3202, ,"Grabinsky, Murray",  ,,
CME321H1F,TUT 0102,9/4/2014,1,Wed,11,12,SF3201, , ,  ,,
CME368H1F,LEC 0101,9/4/2014,1,Tue,13,14,WB116, ,"Kennedy, Christopher",  ,,
CME368H1F, ,9/4/2014,1,Fri,12,14,WB116, ,"Kennedy, Christopher",  ,,
CME368H1F,LEC 5101,9/4/2014,1, ,9,13,BA1230, ,"Kennedy, Christopher",  ,,
CME368H1F,TUT 0101,9/4/2014,1,Thu,12,13,SF3202, , ,  ,,
CME368H1F,TUT 0102,9/4/2014,1,Wed,10,11,SF3202, , ,  ,,
CSC180H1F,LEC 0101,9/4/2014,1,Mon,16,17,GB120, , ,  ,,
CSC180H1F, ,9/4/2014,1,Tue,17,18,GB120, , ,  ,,
CSC180H1F, ,9/4/2014,1,Wed,16,17,GB120, , ,  ,,
CSC180H1F,LEC 0102,9/4/2014,1,Tue,17,18,GB119, , ,  ,,
CSC180H1F, ,9/4/2014,1,Wed,16,17,GB119, , ,  ,,
CSC180H1F, ,9/4/2014,1,Thu,17,18,GB119, , ,  ,,
CSC180H1F,LEC 0103,9/4/2014,1,Mon,16,17,RS211, , ,  ,,
CSC180H1F, ,9/4/2014,1,Tue,17,18,RS211, , ,  ,,
CSC180H1F, ,9/4/2014,1,Wed,16,17,RS211, , ,  ,,
CSC180H1F,PRA 0101,9/4/2014,1,Wed,9,12,SF1013, , ,  ,,
CSC180H1F, ,9/4/2014,1,Wed,9,12,SF1012, , ,  ,,
CSC180H1F,PRA 0102,9/4/2014,1,Mon,16,19,SF1013, , ,  ,,
CSC180H1F, ,9/4/2014,1,Mon,16,19,SF1012, , ,  ,,
CSC180H1F,PRA 0103,9/4/2014,1,Tue,9,12,SF1013, , ,  ,,
CSC180H1F, ,9/4/2014,1,Tue,9,12,SF1012, , ,  ,,
CSC309H1F,LEC 2001,1/5/2015,1,Thu,15,17, , , ,  ,,
CSC318H1F,LEC 2001,1/5/2015,1,Mon,18,21, , , ,  ,,
CSC326H1F,LEC 0101,9/4/2014,1,Mon,10,11,GB244, ,"Zhu, Jianwen",  ,,
CSC326H1F, ,9/4/2014,1,Tue,11,12,GB244, ,"Zhu, Jianwen",  ,,
CSC326H1F, ,9/4/2014,1,Thu,10,11,GB244, ,"Zhu, Jianwen",  ,,
CSC326H1F,PRA 0101,9/4/2014,1,Wed,12,15,GB243, , ,  ,,
CSC326H1F,PRA 0102,9/4/2014,1,Fri,15,18,GB243, , ,  ,,
CSC326H1F,TUT 0101,9/4/2014,1,Fri,11,12,BA2145, , ,  ,,
CSC326H1F,TUT 0102,9/4/2014,1,Mon,13,14,BA2155, , ,  ,,
CSC343H1F,LEC 2001,9/4/2014,1,Thu,13,14,MP202, , ,  ,,
CSC343H1F, ,9/4/2014,1,Tue,13,15,MP202, , ,  ,,
CSC384H1F,LEC 2001,9/4/2014,1,Tue,13,14,SS1073, , ,  ,,
CSC384H1F, ,9/4/2014,1,Thu,13,15,SS2102, , ,  ,,
CSC411H1F,LEC 2001,9/4/2014,1,Mon,15,16,BA1230, , ,  ,,
CSC411H1F, ,9/4/2014,1,Wed,15,16,BA1230, , ,  ,,
CSC411H1F, ,9/4/2014,1,Fri,15,16,BA1230, , ,  ,,
CSC418H1F,LEC 2501,1/5/2015,1,Wed,18,21, , , ,  ,,
CSC444H1F,LEC 0101,9/4/2014,1,Mon,15,18,WB219, ,"AbdELRazek Mansour , Mohamed",  ,,
CSC444H1F,PRA 0101,9/4/2014,1,Tue,15,18,GB251, , ,  ,,
CSC444H1F,PRA 0102,9/4/2014,1,Fri,15,18,GB251, , ,  ,,
CSC444H1F,TUT 0101,9/4/2014,1,Fri,11,12,BA3008, , ,  ,,
CSC444H1F,TUT 0102,9/4/2014,1,Tue,14,15,BA3012, , ,  ,,
CSC467H1F,LEC 0101,9/4/2014,1,Tue,12,13,BA1240, ,"Zhu, Jianwen",  ,,
CSC467H1F, ,9/4/2014,1,Thu,12,13,BA1240, ,"Zhu, Jianwen",  ,,
CSC467H1F, ,9/4/2014,1,Fri,12,13,BA1240, ,"Zhu, Jianwen",  ,,
CSC467H1F,PRA 0101,9/4/2014,2,Tue,15,18,GB243, , , occurs once every two weeks,,
CSC467H1F,TUT 0101,9/4/2014,1,Mon,16,17,BA2145, , ,  ,,
ECE101H1F,LEC 0101,9/4/2014,1,Fri,17,18,MC102, ,"Phang, Khoman",  ,,
ECE201H1F,LEC 0101,9/4/2014,1,Wed,13,14,MC102, ,"Wang, Belinda",  ,,
ECE212H1F,LEC 0101,9/4/2014,1,Mon,15,16,BA1180, ,"Iravani, Mohammad",  ,,
ECE212H1F, ,9/4/2014,1,Wed,15,16,BA1180, ,"Iravani, Mohammad",  ,,
ECE212H1F, ,9/4/2014,1,Fri,15,16,BA1180, ,"Iravani, Mohammad",  ,,
ECE212H1F,LEC 0102,9/4/2014,1,Tue,16,17,BA1170, ,"Iravani, Mohammad",  ,,
ECE212H1F, ,9/4/2014,1,Fri,16,17,BA1170, ,"Iravani, Mohammad",  ,,
ECE212H1F, ,9/4/2014,1,Wed,16,17,BA1170, ,"Iravani, Mohammad",  ,,
ECE212H1F,LEC 0103,9/4/2014,1,Mon,14,15, , ,"Triverio, Piero",  ,,
ECE212H1F, ,9/4/2014,1,Wed,14,15, , ,"Triverio, Piero",  ,,
ECE212H1F, ,9/4/2014,1,Thu,14,15, , ,"Triverio, Piero",  ,,
ECE212H1F,PRA 0101,9/4/2014,2,Tue,9,12,GB341, , , occurs once every two weeks,,
ECE212H1F,PRA 0102,9/8/2014,2,Tue,9,12,GB341, , , occurs once every two weeks,,
ECE212H1F,PRA 0103,9/4/2014,2,Mon,9,12,GB341, , , occurs once every two weeks,,
ECE212H1F,PRA 0104,9/8/2014,2,Wed,9,12,GB341, , , occurs once every two weeks,,
ECE212H1F,PRA 0105,9/4/2014,2,Mon,15,18,GB341, , , occurs once every two weeks,,
ECE212H1F,PRA 0106,9/8/2014,2,Mon,15,18,GB341, , , occurs once every two weeks,,
ECE212H1F,TUT 0101,9/4/2014,1,Thu,9,11,RS211, , ,  ,,
ECE212H1F,TUT 0102,9/4/2014,1,Thu,9,11,GB119, , ,  ,,
ECE212H1F,TUT 0103,9/4/2014,1,Tue,10,12,SF2202, , ,  ,,
ECE212H1F,TUT 0104,9/4/2014,1,Tue,10,12,SF3201, , ,  ,,
ECE212H1F,TUT 0105,9/4/2014,1,Tue,13,15,GB304, , ,  ,,
ECE212H1F,TUT 0106,9/4/2014,1,Tue,13,15,GB412, , ,  ,,
ECE241H1F,LEC 0101,9/4/2014,1,Mon,17,18,SF1101, ,"Chow, Paul",  ,,
ECE241H1F, ,9/4/2014,1,Wed,17,18,SF1101, ,"Chow, Paul",  ,,
ECE241H1F, ,9/4/2014,1,Thu,17,18,SF1101, ,"Chow, Paul",  ,,
ECE241H1F,LEC 0102,9/4/2014,1,Mon,16,17,SF1101, ,"Wang, Belinda",  ,,
ECE241H1F, ,9/4/2014,1,Tue,17,18,SF1101, ,"Wang, Belinda",  ,,
ECE241H1F, ,9/4/2014,1,Thu,16,17,SF1101, ,"Wang, Belinda",  ,,
ECE241H1F,LEC 0103,9/4/2014,1,Mon,11,12,BA1180, ,"Wang, Belinda",  ,,
ECE241H1F, ,9/4/2014,1,Wed,11,12,BA1180, ,"Wang, Belinda",  ,,
ECE241H1F, ,9/4/2014,1,Thu,11,12,BA1180, ,"Wang, Belinda",  ,,
ECE241H1F,PRA 0101,9/4/2014,1,Fri,12,15,BA3155, , ,  ,,
ECE241H1F, ,9/4/2014,1,Fri,12,15,BA3145, , ,  ,,
ECE241H1F, ,9/4/2014,1,Fri,12,15,BA3135, , ,  ,,
ECE241H1F,PRA 0102,9/4/2014,1,Fri,9,12,BA3135, , ,  ,,
ECE241H1F, ,9/4/2014,1,Fri,9,12,BA3145, , ,  ,,
ECE241H1F, ,9/4/2014,1,Fri,9,12,BA3155, , ,  ,,
ECE241H1F,PRA 0103,9/4/2014,1,Wed,9,12,BA3135, , ,  ,,
ECE241H1F, ,9/4/2014,1,Wed,9,12,BA3145, , ,  ,,
ECE241H1F, ,9/4/2014,1,Wed,9,12,BA3155, , ,  ,,
ECE241H1F,PRA 0104,9/4/2014,1,Mon,9,12,BA3145, , ,  ,,
ECE241H1F, ,9/4/2014,1,Mon,9,12,BA3135, , ,  ,,
ECE241H1F, ,9/4/2014,1,Mon,9,12,BA3155, , ,  ,,
ECE241H1F,PRA 0105,9/4/2014,1,Fri,15,18,BA3135, , ,  ,,
ECE241H1F, ,9/4/2014,1,Fri,15,18,BA3145, , ,  ,,
ECE241H1F, ,9/4/2014,1,Fri,15,18,BA3155, , ,  ,,
ECE241H1F,PRA 0106,9/4/2014,1,Tue,15,18,BA3145, , ,  ,,
ECE241H1F, ,9/4/2014,1,Tue,15,18,BA3155, , ,  ,,
ECE241H1F, ,9/4/2014,1,Tue,15,18,BA3135, , ,  ,,
ECE244H1F,LEC 0101,9/4/2014,1,Mon,16,17,BA1180, ,"Stumm, Michael",  ,,
ECE244H1F, ,9/4/2014,1,Tue,17,18,BA1180, ,"Stumm, Michael",  ,,
ECE244H1F, ,9/4/2014,1,Thu,16,17,BA1180, ,"Stumm, Michael",  ,,
ECE244H1F,LEC 0102,9/4/2014,1,Thu,14,15,WB116, ,"Abdelrahman, Tarek",  ,,
ECE244H1F, ,9/4/2014,1,Mon,14,15,WB116, ,"Abdelrahman, Tarek",  ,,
ECE244H1F, ,9/4/2014,1,Wed,14,15,WB116, ,"Abdelrahman, Tarek",  ,,
ECE244H1F,LEC 0103,9/4/2014,1,Fri,11,12,MC102, ,"Abdelrahman, Tarek",  ,,
ECE244H1F, ,9/4/2014,1,Mon,9,10,MC102, ,"Abdelrahman, Tarek",  ,,
ECE244H1F, ,9/4/2014,1,Wed,9,10,MC102, ,"Abdelrahman, Tarek",  ,,
ECE244H1F,PRA 0101,9/4/2014,1,Mon,9,11,SF1012, , ,  ,,
ECE244H1F, ,9/4/2014,1,Mon,9,11,SF1013, , ,  ,,
ECE244H1F,PRA 0102,9/4/2014,1,Mon,9,11,SF1013, , ,  ,,
ECE244H1F, ,9/4/2014,1,Mon,9,11,SF1012, , ,  ,,
ECE244H1F,PRA 0103,9/4/2014,1,Tue,13,15,SF1013, , ,  ,,
ECE244H1F, ,9/4/2014,1,Tue,13,15,SF1012, , ,  ,,
ECE244H1F,PRA 0104,9/4/2014,1,Tue,13,15,SF1013, , ,  ,,
ECE244H1F, ,9/4/2014,1,Tue,13,15,SF1012, , ,  ,,
ECE244H1F,PRA 0105,9/4/2014,1,Wed,15,17,SF1013, , ,  ,,
ECE244H1F, ,9/4/2014,1,Wed,15,17,SF1012, , ,  ,,
ECE244H1F,PRA 0106,9/4/2014,1,Wed,15,17,SF1012, , ,  ,,
ECE244H1F, ,9/4/2014,1,Wed,15,17,SF1013, , ,  ,,
ECE244H1F,TUT 0101,9/4/2014,1,Tue,15,16,GB304, , ,  ,,
ECE244H1F,TUT 0102,9/4/2014,1,Tue,15,16,GB404, , ,  ,,
ECE244H1F,TUT 0103,9/4/2014,1,Mon,13,14,GB304, , ,  ,,
ECE244H1F,TUT 0104,9/4/2014,1,Mon,13,14,GB404, , ,  ,,
ECE244H1F,TUT 0105,9/4/2014,1,Tue,10,11,SF3202, , ,  ,,
ECE244H1F,TUT 0106,9/4/2014,1,Tue,10,11,GB303, , ,  ,,
ECE253H1F,LEC 0101,9/4/2014,1,Mon,11,12,GB120, ,"Brown, Stephen",  ,,
ECE253H1F, ,9/4/2014,1,Wed,13,14,GB120, ,"Brown, Stephen",  ,,
ECE253H1F, ,9/4/2014,1,Fri,11,12,GB120, ,"Brown, Stephen",  ,,
ECE253H1F,LEC 0102,9/4/2014,1,Mon,12,13,SF1101, ,"Brown, Stephen",  ,,
ECE253H1F, ,9/4/2014,1,Wed,12,13,SF1101, ,"Brown, Stephen",  ,,
ECE253H1F, ,9/4/2014,1,Fri,10,11,SF1101, ,"Brown, Stephen",  ,,
ECE253H1F,PRA 0101,9/4/2014,1,Thu,14,17,BA3145, , ,  ,,
ECE253H1F, ,9/4/2014,1,Thu,14,17,BA3155, , ,  ,,
ECE253H1F, ,9/4/2014,1,Thu,14,17,BA3135, , ,  ,,
ECE253H1F,PRA 0102,9/4/2014,1,Tue,9,12,BA3155, , ,  ,,
ECE253H1F, ,9/4/2014,1,Tue,9,12,BA3135, , ,  ,,
ECE253H1F, ,9/4/2014,1,Tue,9,12,BA3145, , ,  ,,
ECE302H1F,LEC 0101,9/4/2014,1,Mon,12,13,BA1130, ,"Aarabi, Parham",  ,,
ECE302H1F, ,9/4/2014,1,Wed,12,13,BA1130, ,"Aarabi, Parham",  ,,
ECE302H1F, ,9/4/2014,1,Fri,14,15,BA1130, ,"Aarabi, Parham",  ,,
ECE302H1F,LEC 0102,9/4/2014,1,Thu,16,17,MC252, ,"Aarabi, Parham",  ,,
ECE302H1F, ,9/4/2014,1,Mon,16,17,MC252, ,"Aarabi, Parham",  ,,
ECE302H1F, ,9/4/2014,1,Tue,17,18,MC252, ,"Aarabi, Parham",  ,,
ECE302H1F,TUT 0101,9/4/2014,1,Thu,10,12,SF2202, , ,  ,,
ECE302H1F,TUT 0102,9/4/2014,1,Thu,10,12,GB412, , ,  ,,
ECE302H1F,TUT 0103,9/4/2014,1,Thu,10,12,GB404, , ,  ,,
ECE302H1F,TUT 0104,9/4/2014,1,Thu,10,12,WB342, , ,  ,,
ECE311H1F,LEC 0101,9/4/2014,1,Tue,15,16,GB244, ,"Scardovi, Luca",  ,,
ECE311H1F, ,9/4/2014,1,Thu,15,16,GB244, ,"Scardovi, Luca",  ,,
ECE311H1F, ,9/4/2014,1,Fri,15,16,GB244, ,"Scardovi, Luca",  ,,
ECE311H1F,LEC 0102,9/4/2014,1,Tue,15,16,BA1210, ,"Maggiore, Manfredi",  ,,
ECE311H1F, ,9/4/2014,1,Thu,15,16,BA1210, ,"Maggiore, Manfredi",  ,,
ECE311H1F, ,9/4/2014,1,Fri,15,16,BA1210, ,"Maggiore, Manfredi",  ,,
ECE311H1F,PRA 0101,9/4/2014,2,Mon,15,18,BA3114, , , occurs once every two weeks,,
ECE311H1F,PRA 0102,9/8/2014,2,Mon,15,18,BA3114, , , occurs once every two weeks,,
ECE311H1F,PRA 0103,9/4/2014,2,Mon,9,12,BA3114, , , occurs once every two weeks,,
ECE311H1F,PRA 0104,9/8/2014,2,Mon,9,12,BA3114, , , occurs once every two weeks,,
ECE311H1F,PRA 0105,9/4/2014,2,Wed,9,12,BA3114, , , occurs once every two weeks,,
ECE311H1F,PRA 0106,9/8/2014,2,Wed,9,12,BA3114, , , occurs once every two weeks,,
ECE311H1F,TUT 0101,9/4/2014,1,Thu,17,18,BA2195, , ,  ,,
ECE311H1F,TUT 0102,9/4/2014,1,Tue,9,10,BA2145, , ,  ,,
ECE311H1F,TUT 0103,9/4/2014,1,Tue,14,15,BA2155, , ,  ,,
ECE314H1F,LEC 0101,9/4/2014,1,Fri,13,14,GB248, ,"Tate, Joseph",  ,,
ECE314H1F, ,9/4/2014,1,Wed,13,14,GB248, ,"Tate, Joseph",  ,,
ECE314H1F, ,9/4/2014,1,Tue,13,14,GB248, ,"Tate, Joseph",  ,,
ECE314H1F,LEC 0102,9/4/2014,1,Tue,12,13,GB221, ,"Tate, Joseph",  ,,
ECE314H1F, ,9/4/2014,1,Thu,12,13,GB221, ,"Tate, Joseph",  ,,
ECE314H1F, ,9/4/2014,1,Fri,12,13,GB221, ,"Tate, Joseph",  ,,
ECE314H1F,PRA 0101,9/4/2014,2,Wed,15,18,GB40, , , occurs once every two weeks,,
ECE314H1F,PRA 0102,9/8/2014,2,Wed,15,18,GB40, , , occurs once every two weeks,,
ECE314H1F,PRA 0103,9/4/2014,2,Wed,9,12,GB40, , , occurs once every two weeks,,
ECE314H1F,PRA 0104,9/8/2014,2,Wed,9,12,GB40, , , occurs once every two weeks,,
ECE314H1F,PRA 0105,9/4/2014,2,Mon,15,18,GB40, , , occurs once every two weeks,,
ECE314H1F,PRA 0106,9/8/2014,2,Mon,15,18,GB40, , , occurs once every two weeks,,
ECE314H1F,PRA 0107,9/4/2014,2,Mon,9,12,GB40, , , occurs once every two weeks,,
ECE314H1F,TUT 0101,9/4/2014,1,Thu,9,10,RS208, , ,  ,,
ECE314H1F,TUT 0102,9/4/2014,1,Fri,11,12,GB405, , ,  ,,
ECE316H1F,LEC 0101,9/4/2014,1,Wed,10,11,GB221, ,"Sousa, Elvino",  ,,
ECE316H1F, ,9/4/2014,1,Fri,10,11,GB221, ,"Sousa, Elvino",  ,,
ECE316H1F, ,9/4/2014,1,Tue,10,11,GB221, ,"Sousa, Elvino",  ,,
ECE316H1F,PRA 0101,9/4/2014,2,Fri,15,18,SF2201, , , occurs once every two weeks,,
ECE316H1F,PRA 0102,9/8/2014,2,Fri,15,18,SF2201, , , occurs once every two weeks,,
ECE316H1F,PRA 0103,9/4/2014,2,Mon,15,18,SF2201, , , occurs once every two weeks,,
ECE316H1F,TUT 0101,9/4/2014,1,Tue,16,17,BA2185, , ,  ,,
ECE316H1F,TUT 0102,9/4/2014,1,Wed,9,10,BA2155, , ,  ,,
ECE320H1F,LEC 0101,9/4/2014,1,Tue,16,17,BA1210, ,"Eleftheriades, George",  ,,
ECE320H1F, ,9/4/2014,1,Wed,16,17,BA1210, ,"Eleftheriades, George",  ,,
ECE320H1F, ,9/4/2014,1,Fri,16,17,BA1210, ,"Eleftheriades, George",  ,,
ECE320H1F,LEC 0102,9/4/2014,1,Thu,14,15,WB130, ,"Sarris, Konstantinos",  ,,
ECE320H1F, ,9/4/2014,1,Mon,14,15,WB130, ,"Sarris, Konstantinos",  ,,
ECE320H1F, ,9/4/2014,1,Wed,14,15,WB130, ,"Sarris, Konstantinos",  ,,
ECE320H1F,PRA 0101,9/4/2014,2,Mon,9,12,GB347, , , occurs once every two weeks,,
ECE320H1F,PRA 0102,9/8/2014,2,Mon,9,12,GB347, , , occurs once every two weeks,,
ECE320H1F,PRA 0103,9/4/2014,2,Fri,9,12,GB347, , , occurs once every two weeks,,
ECE320H1F,PRA 0104,9/8/2014,2,Fri,9,12,GB347, , , occurs once every two weeks,,
ECE320H1F,PRA 0105,9/4/2014,2,Tue,9,12,GB347, , , occurs once every two weeks,,
ECE320H1F,PRA 0106,9/8/2014,2,Tue,9,12,GB347, , , occurs once every two weeks,,
ECE320H1F,PRA 0107,9/4/2014,2,Mon,15,18,GB347, , , occurs once every two weeks,,
ECE320H1F,PRA 0108,9/8/2014,2,Mon,15,18,GB347, , , occurs once every two weeks,,
ECE320H1F,PRA 0109,9/4/2014,2,Wed,9,12,GB347, , , occurs once every two weeks,,
ECE320H1F,PRA 0110,9/8/2014,2,Wed,9,12,GB347, , , occurs once every two weeks,,
ECE320H1F,TUT 0101,9/4/2014,1,Thu,9,10,BA2175, , ,  ,,
ECE320H1F,TUT 0102,9/4/2014,1,Thu,17,18,BA2185, , ,  ,,
ECE320H1F,TUT 0103,9/4/2014,1,Thu,17,18,BA2175, , ,  ,,
ECE320H1F,TUT 0104,9/4/2014,1,Tue,17,18,BA2155, , ,  ,,
ECE331H1F,LEC 0101,9/4/2014,1,Tue,12,13,GB244, ,"Voinigescu, Sorin",  ,,
ECE331H1F, ,9/4/2014,1,Thu,12,13,GB244, ,"Voinigescu, Sorin",  ,,
ECE331H1F, ,9/4/2014,1,Fri,12,13,GB244, ,"Voinigescu, Sorin",  ,,
ECE331H1F,PRA 0101,9/4/2014,2,Thu,15,18,SF2201, , , occurs once every two weeks,,
ECE331H1F,PRA 0102,9/8/2014,2,Thu,15,18,SF2201, , , occurs once every two weeks,,
ECE331H1F,PRA 0103,9/4/2014,2,Fri,9,12,SF2201, , , occurs once every two weeks,,
ECE331H1F,PRA 0104,9/8/2014,2,Fri,9,12,SF2201, , , occurs once every two weeks,,
ECE331H1F,TUT 0101,9/4/2014,1,Tue,17,18,BA2145, , ,  ,,
ECE331H1F,TUT 0102,9/4/2014,1,Wed,15,16,BA2145, , ,  ,,
ECE334H1F,LEC 0101,9/4/2014,1,Tue,13,14,BA1220, ,"Phang, Khoman",  ,,
ECE334H1F, ,9/4/2014,1,Wed,13,14,BA1220, ,"Phang, Khoman",  ,,
ECE334H1F, ,9/4/2014,1,Fri,13,14,BA1220, ,"Phang, Khoman",  ,,
ECE334H1F,LEC 0102,9/4/2014,1,Tue,15,16,GB120, ,"Phang, Khoman",  ,,
ECE334H1F, ,9/4/2014,1,Thu,15,16,GB120, ,"Phang, Khoman",  ,,
ECE334H1F, ,9/4/2014,1,Fri,15,16,GB120, ,"Phang, Khoman",  ,,
ECE334H1F,PRA 0101,9/4/2014,2,Wed,15,18,GB243, , , occurs once every two weeks,,
ECE334H1F,PRA 0102,9/8/2014,2,Wed,15,18,GB243, , , occurs once every two weeks,,
ECE334H1F,PRA 0103,9/4/2014,2,Mon,15,18,GB243, , , occurs once every two weeks,,
ECE334H1F,PRA 0104,9/8/2014,2,Mon,15,18,GB243, , , occurs once every two weeks,,
ECE334H1F,TUT 0101,9/4/2014,1,Thu,14,15,BA2195, , ,  ,,
ECE334H1F,TUT 0102,9/4/2014,1,Tue,16,17,BA2175, , ,  ,,
ECE334H1F,TUT 0103,9/4/2014,1,Thu,14,15,BA2185, , ,  ,,
ECE334H1F,TUT 0104,9/4/2014,1,Thu,17,18,BA2165, , ,  ,,
ECE335H1F,LEC 0101,9/4/2014,1,Thu,13,14,GB120, ,"Levi, Ofer",  ,,
ECE335H1F, ,9/4/2014,1,Mon,13,14,GB120, ,"Levi, Ofer",  ,,
ECE335H1F, ,9/4/2014,1,Tue,14,15,GB120, ,"Levi, Ofer",  ,,
ECE335H1F,TUT 0101,9/4/2014,1,Fri,16,18,SF3202, , ,  ,,
ECE335H1F,TUT 0102,9/4/2014,1,Tue,10,12,WB342, , ,  ,,
ECE344H1F,LEC 0101,9/4/2014,1,Fri,12,13,GB220, ,"Goel, Ashvin",  ,,
ECE344H1F, ,9/4/2014,1,Thu,12,13,GB220, ,"Goel, Ashvin",  ,,
ECE344H1F, ,9/4/2014,1,Tue,12,13,GB220, ,"Goel, Ashvin",  ,,
ECE344H1F,LEC 0102,9/4/2014,1,Tue,13,14,GB220, ,"Goel, Ashvin",  ,,
ECE344H1F, ,9/4/2014,1,Wed,13,14,GB220, ,"Goel, Ashvin",  ,,
ECE344H1F, ,9/4/2014,1,Fri,13,14,GB220, ,"Goel, Ashvin",  ,,
ECE344H1F,PRA 0101,9/4/2014,1,Wed,9,12,GB243, , ,  ,,
ECE344H1F, ,9/4/2014,1,Wed,9,12,GB251, , ,  ,,
ECE344H1F,PRA 0102,9/4/2014,1,Mon,9,12,GB251, , ,  ,,
ECE344H1F, ,9/4/2014,1,Mon,9,12,GB243, , ,  ,,
ECE345H1F,LEC 0101,9/4/2014,1,Mon,13,14,GB244, ,"Stumm, Michael",  ,,
ECE345H1F, ,9/4/2014,1,Tue,14,15,GB244, ,"Stumm, Michael",  ,,
ECE345H1F, ,9/4/2014,1,Thu,13,14,GB244, ,"Stumm, Michael",  ,,
ECE345H1F,LEC 0102,9/4/2014,1,Fri,9,10,GB220, ,"Keng, Brian",  ,,
ECE345H1F, ,9/4/2014,1,Tue,9,10,GB220, ,"Keng, Brian",  ,,
ECE345H1F, ,9/4/2014,1,Thu,9,10,GB220, ,"Keng, Brian",  ,,
ECE345H1F,TUT 0101,9/4/2014,1,Mon,10,12,GB412, , ,  ,,
ECE345H1F,TUT 0102,9/4/2014,1,Tue,10,12,GB304, , ,  ,,
ECE345H1F,TUT 0103,9/4/2014,1,Thu,10,12,GB304, , ,  ,,
ECE349H1F,LEC 0101,9/4/2014,1,Tue,12,13,MC254, ,"Prodic, Aleksandar",  ,,
ECE349H1F, ,9/4/2014,1,Thu,12,14,MC254, ,"Prodic, Aleksandar",  ,,
ECE349H1F,PRA 0101,9/4/2014,2,Fri,9,12,GB40, , , occurs once every two weeks,,
ECE349H1F,PRA 0102,9/8/2014,2,Fri,9,12,GB40, , , occurs once every two weeks,,
ECE349H1F,PRA 0103,9/4/2014,1,Tue,9,12,GB40, , ,  ,,
ECE349H1F,PRA 0104,9/4/2014,1,Fri,15,18,GB40, , ,  ,,
ECE349H1F,TUT 0101,9/4/2014,1,Wed,16,17,BA1180, , ,  ,,
ECE352H1F,LEC 0101,9/4/2014,1,Mon,11,12,BA1210, ,"Moshovos, Andreas",  ,,
ECE352H1F, ,9/4/2014,1,Wed,10,12,BA1210, ,"Moshovos, Andreas",  ,,
ECE352H1F,PRA 0101,9/4/2014,1,Thu,9,12,BA3145, , ,  ,,
ECE352H1F, ,9/4/2014,1,Thu,9,12,BA3135, , ,  ,,
ECE355H1F,LEC 0101,9/4/2014,1,Thu,16,17,BA1210, ,"Khisti, Ashish",  ,,
ECE355H1F, ,9/4/2014,1,Mon,16,17,BA1210, ,"Khisti, Ashish",  ,,
ECE355H1F, ,9/4/2014,1,Tue,17,18,BA1210, ,"Khisti, Ashish",  ,,
ECE355H1F,TUT 0101,9/4/2014,1,Tue,15,17,BA2155, , ,  ,,
ECE355H1F,TUT 0102,9/4/2014,1,Tue,15,17,BA2145, , ,  ,,
ECE360H1F,LEC 0101,9/4/2014,1,Wed,13,14,GB221, ,"Kosteski, Tome",  ,,
ECE360H1F, ,9/4/2014,1,Tue,13,14,GB221, ,"Kosteski, Tome",  ,,
ECE360H1F, ,9/4/2014,1,Fri,13,14,GB221, ,"Kosteski, Tome",  ,,
ECE360H1F,PRA 0101,9/4/2014,2,Mon,12,15,GB341, , , occurs once every two weeks,,
ECE360H1F,PRA 0102,9/8/2014,2,Mon,12,15,GB341, , , occurs once every two weeks,,
ECE360H1F,TUT 0101,9/4/2014,1,Thu,17,18,BA2155, , ,  ,,
ECE360H1F,TUT 0102,9/4/2014,1,Thu,17,18,BA2145, , ,  ,,
ECE361H1F,LEC 0101,9/4/2014,1,Fri,9,10,MC254, ,"Valaee, Shahrokh",  ,,
ECE361H1F, ,9/4/2014,1,Tue,9,10,MC254, ,"Valaee, Shahrokh",  ,,
ECE361H1F, ,9/4/2014,1,Thu,9,10,MC254, ,"Valaee, Shahrokh",  ,,
ECE361H1F,PRA 0101,9/4/2014,2,Wed,15,18,GB251, , , occurs once every two weeks,,
ECE361H1F,PRA 0102,9/8/2014,2,Wed,15,18,GB251, , , occurs once every two weeks,,
ECE361H1F,PRA 0103,9/4/2014,2,Mon,15,18,GB251, , , occurs once every two weeks,,
ECE361H1F,TUT 0101,9/4/2014,1,Tue,11,12,GB404, , ,  ,,
ECE361H1F,TUT 0102,9/4/2014,1,Mon,9,10,WB342, , ,  ,,
ECE410H1F,LEC 0101,9/4/2014,1,Mon,9,10,BA1220, ,"Kwong, Raymond",  ,,
ECE410H1F, ,9/4/2014,1,Wed,9,10,BA1220, ,"Kwong, Raymond",  ,,
ECE410H1F, ,9/4/2014,1,Fri,11,12,BA1220, ,"Kwong, Raymond",  ,,
ECE410H1F,LEC 5101,9/4/2014,1,Mon,18.5,20.5,WB219, ,"Shokrollah-Timorabadi, Hamid",  ,,
